"458410889,2025-07-12T08:32:03Z,1404/04/21 12:02,امیدوار,saharnobari,quote,معمولا هر سهمی که بیشتر سقوط کند بیشتر هم صعود خواهد کرد"
"458410883,2025-07-12T08:31:45Z,1404/04/21 12:01,Davod,davod1399,quote,دقیقا همینه\nدرود بر شما\nکشور ما از پایه اساس درگیر فساد هست\nهر ادمی وارد این سیستم میشه یا فاسد هست ،یا فاسد میشه\nولی بیشتر کزینه اولی درست از اب در میاد\nچون اگه ادم سالمی باشی ،که اصلا رات نمیدن سر این سفره بزرگ"
"458410878,2025-07-12T08:31:40Z,1404/04/21 12:01,rookey,rookey,twit,#وبملت ۶۰درصد فروش مربوط به حقوقی هست..خوده حقوقیش مثبتش کرده داره می فروشه که فرار کنه"
"458410870,2025-07-12T08:31:32Z,1404/04/21 12:01,Hab@,mehrbanan,twit,حداقل حالا که بیش از ۵۰ درصد تو ضرر هستیم  تو این سهم ، صندوق بیمه سهام بداد سهامدار برسه #دوایکس"
"458410857,2025-07-12T08:30:43Z,1404/04/21 12:00,Nucleus,nucleus,twit,#شاخص_بورس \nهدف نارضایتی گسترده عمومی بوده و این یک پروژه اجتناب ناپذیر است و ادامه دارد.\nما هستیم و یک جریان عجیب که تدریجی اما پرتوان جلو می روند تا ملت را به زانو درآورند.\nسالهای بسیار سختی پیش رو داریم به طوریکه آرزوی م ر گ یک امر عادی تلقی خواهد شد."
"458410850,2025-07-12T08:30:36Z,1404/04/21 12:00,mohsen,mohsenhem1215,twit,#کرمان هشششششتو نمممممممیشه"
"458410839,2025-07-12T08:30:04Z,1404/04/21 12:00,Kara,kara1398,twit,#های_وب یک در صد با خودت فک نکن ک مردم ب پولشون احتیاج دارند ها"
"458410819,2025-07-12T08:29:22Z,1404/04/21 11:59,یه بنده خدا....,trader1365,twit,#کرمان این حقوقی کثیف یه جا این 24 ملیون را برمیداره...این فشار فروش هم فقط فقط کار خودشونه.."
"458410810,2025-07-12T08:28:42Z,1404/04/21 11:58,Ashkan,asksn,twit,#کرمان لع ن ت به کسانی که به این بازار میگن بورس!\nکجایی این بازار شبیه بورسه؟؟؟\nباید اسمشو میذاشتن بازار م ا ف ی ا ویاحقوقی!"
"458410797,2025-07-12T08:28:14Z,1404/04/21 11:58,Ferol,ferol,twit,#شهر \nعرضه های احتمالی فردا ،یک فرصت خرید میتواند باشد .\n\n۴۰۴/۰۴/۲۱"
