"456683567,2025-04-05T08:56:35Z,1404/01/17 12:26,حسن عزیزی ,siya1360,twit,#غگل این سهم سراسر فساد است نه سود میده هر سال هم از محل سود افزایش سرمایه میده و سود را بین خودشون به هر اسمی تقسیم میکنند سازمان هم در خواب خرگوشی"
"456683561,2025-04-05T08:56:32Z,1404/01/17 12:26,afshin,afkh,twit,#وآفر چندماهه سهمو قطره چکانی دارند جمع میکنند.مطمئن باشید چند وقت دیگه عمرا این قیمت را به خواب هم نخواهیم دید"
"456683547,2025-04-05T08:55:50Z,1404/01/17 12:25,محسن,1mohsenkh,twit,#طلا باید معاملات امروزش باطل بشه این صندوق"
"456683531,2025-04-05T08:55:05Z,1404/01/17 12:25,محسن کریم زاده,mohsem9099,twit,#ثاخت در این لحظات ملکوتی به کسانی که اردر فروش بالای صد هزارتا رنج منفی بکشند جوایز نفیس اهدا خواهد شد\nاسکرین بفرستید عزیزان"
"456683522,2025-04-05T08:54:37Z,1404/01/17 12:24,روزی حلال,mrst,quote,واگه این قیمت بشه بعد دو ونیم سال تازه نقطه سر خط.ممنون از راهنمایییتون.شاد باشید ودر امنیت"
"456683515,2025-04-05T08:54:23Z,1404/01/17 12:24,Rahmard021,mohamad1226,twit,#عیار منفی 10 رو میزنه با این وضعیت"
"456683507,2025-04-05T08:54:07Z,1404/01/17 12:24,بنیاد کار,khodakhoda124,twit,#فسوژ با ۱۷۸ میلیارد تومن فروش در ۹ ماهه سود ۶۲ تومنی شناسایی کرده و انتظار میره که با ۱۷۵ میلیارد تومن فروش در ۳ ماهه آخر سال، اندازه ۹ ماهه یعنی ۶۰ تومن سود شناسایی کنه، که جمع ۱۲ ماهه میشه ۱۲۲ تومن، حالا اگر کمی از سر و ته هزینه ها بزنه و نرخ تسعیر ارز هم که بالاتر از ۹ ماهه لحاظ کنه، میتونه ۱۵۰ تومن سود شناسایی کنه.\nسود سال مالی ۱۴۰۴ هم بالاتر از ۲۰۰ تومنه.\nسهامداری کنید"
"456683494,2025-04-05T08:53:35Z,1404/01/17 12:23,Aria,aria146,twit,#وبملت یکی از حقوقیا سهمو صف کرد میتونه سیگنال ادامه روند باشه"
"456683491,2025-04-05T08:53:28Z,1404/01/17 12:23,امر,ama1371,twit,#زماهان درود\nفرصت خروج"
"456683483,2025-04-05T08:53:08Z,1404/01/17 12:23,رزدط,mohamad1352,twit,#شاخص_بورس \n\nزنگ خطر  طلا بصدا درامد......."
