"459178798,2025-09-06T08:57:09Z,1404/06/15 12:27,bualisina,bualisina,twit,#غگل  نیست چهارشنبه مثبت کامل زدی برو صف فروش آفرین عملکرد عالی اکسیر سودا در این سهم موج میزنه"
"459174553,2025-09-06T05:55:41Z,1404/06/15 09:25,arastoo,masteraccount,retwit,#خساپا خبری مهم برای خساپا، وساپا، ورنا: 🌺🌺\nدر ادامه پیگیری‌های اخیر برای تعیین تکلیف واگذاری سهام دولت در خودروسازان بزرگ کشور، رئیس سازمان خصوصی‌سازی از تصویب مصوبه‌ای در هیئت دولت خبر داد که بر اساس آن، فرآیند جابه‌جایی وثایق و دارایی‌های مشمول واگذاری از طریق بورس تسریع خواهد شد."
"459178665,2025-09-06T08:52:17Z,1404/06/15 12:22,آینده نگر بازار,aza59229,retwit,#شاخص_بورس \n\nصندوق های اهرمی در حال تخلیه میباشند .\n\n..."
"459178767,2025-09-06T08:56:02Z,1404/06/15 12:26,مهرداد,trade12,twit,#شاخص_بورس  سهام گروه پالایشی  مجددا صف خرید شدند .🌺"
"459178750,2025-09-06T08:54:59Z,1404/06/15 12:24,تک سوار,tahlilgarch2,twit,#شاخص_بورس \nاینم از حمایتشون\nتو این بازار فقط باید رفت سراغ سهم خوب و تمام ."
"459178736,2025-09-06T08:54:48Z,1404/06/15 12:24,محمود عسگری,asgari28,quote,دوست ناعزیز!!!!\n\n\nشما 20 درصد پایین تر نوید 20 درصد پایین تررررررر را میدادید!!!\n\nیادته؟؟؟\n\nدوستان پروفایل این افراد به ظاهر محترم را لطفا چک کنید.\n\nایشون دانسته یا نادانسته ، موضوعات غلط و گاها صحیح را باهم توئیت میکنند و این افراد خطرناک ترین افراد در این سایت هستند و گراه کننده ترین ها.\n\nافراد نامحترم و توئیت های زرد تکلیفشون مشخص تر هست و جدای از این افراد /\n\nبازار سرمایه در شایط مناسب و روبه بالاست با نوساناتی \n\nچند ایندکس جهت پیگیری این دوستمون : \n\n#دارونو   ....................... تا آخر پاییز یکبار هم شده 1200 را میبیند ........... 20 درصد رشد \n#پالایش  .................... تا آخر پاییز یکبار هم که شده 19000 تومان را میبیند ...... 20 درصد رشد \n#نارنج_اهرم ................ تا آخر پاییز یکبار هم که شده 1450 تومان را میبیند ............. 20 درصد رشد \n\n\nواضح و شفاف!!!!!!!!!!!!!!!!!!!\n15 شهریور 1404"
"459178733,2025-09-06T08:54:48Z,1404/06/15 12:24,Mohammadsm,mohammadsm,twit,#ونیرو \nسلام به همپگی\nداداش اون ونیرو هر چی باشه شرف داره به شما؟؟؟؟؟؟؟؟؟؟؟؟\nاین چه وضعش هست خودتون میزنید به سر مال؟ کم کم ببرید به قیمت 100 تومان و 50 تومان. خجالت نکشید.\n\nشما اگر با حرف این و اون خرید کردید اشتباه کردید که خریدید؟؟؟؟؟؟\nمشکل پیش اومده هم به خاطر بی ش.... یک عده دیگه و سیستم  ...  سازمان بورس هست.\n\nدو تا حقیقی هم که قیمت پایانی را امروز جابا کردند. این چه وضعش هست"
"459178722,2025-09-06T08:54:26Z,1404/06/15 12:24,dicedancer,dicedancer,quote,#وبصادر تا اینا هستن داستان همینه، کار از بیخ مشکل داره"
"459178717,2025-09-06T08:54:10Z,1404/06/15 12:24,kamran,kamran1361,twit,#دی کاری با من کرده که به صغیر و کبیر بدهکار شدم"
"459178706,2025-09-06T08:53:57Z,1404/06/15 12:23,یوسف,yous40301,twit,#شاخص_بورس بیشتر سهمها منفی،۳ فردا رو دارن میفروشن"
