"457931055,2025-05-31T08:48:49Z,1404/03/10 12:18,آزاد,azad2488,twit,#وبملت اینایی که میفروشن همونهایی هستن هفته قبل رو صف خرید خریدن دوباره از دوشنبه تا چهارشنبه همین هفته رو صف خرید می‌خرن این جماعت کارشون همینه الان چهار هفته همین فرموله"
"457931049,2025-05-31T08:48:35Z,1404/03/10 12:18,سهیل قنادزاده,mfdonline151382,twit,#مهرمام \nافشا الف بزودی"
"457931045,2025-05-31T08:48:18Z,1404/03/10 12:18,دانیال,danyial51,quote,#ثفارس \nمهسا خانم خوبی؟!\n\nهمانطور که گفته بودم امروز مثبت بالا و منتهی به صف خرید معامله شد.\nهر عزیزی که این سهم رو بد میدونه، بهترین فرصت خروج رو داره. حالا می تونه تو صف خرید راحت بفروشه\n\nتا دیروز میگفتی بالاترین خروج پول رو داره، مواظب باشید سرتون کلاه نذارند، حالا باز خوبه بالاخره متوجه شدی که هر خروج پولی الزاما موجب صف فروش شدن نمیشه."
"457931029,2025-05-31T08:47:26Z,1404/03/10 12:17,یکتاپرست,jak44m,twit,#وآرین \nوآرین در باتلاق گیر کرده و هر روز منفی میخوره \nخوش به حال کسی که در2700 الی 2800 نقد کرد و رفت \nاین سهم طلا هم بشه فایده ای نداره\nخریداری نیست فقط میخوان پایین بیارن نمیدونم تا کی میخوان پایین بیارن بیاریین پایین تو اول و آخر همتون"
"457931019,2025-05-31T08:46:58Z,1404/03/10 12:16,E1392,elim1392,twit,وبیمه ......فقط نگاه کنید"
"457931015,2025-05-31T08:46:56Z,1404/03/10 12:16,رضا محمودی,reza2385,quote,این سهم دیگه فروشنده چندانی نداره با کد حقوقی میفروشن تا دیگران رو ترغیب به فروش کنن ."
"457931002,2025-05-31T08:46:10Z,1404/03/10 12:16,shh,shhkh,quote,چرا برعکس میگی ول کن هم نیستی؟\n🤔🤔🤔🤔🤔🤔🤔🤔🤔"
"457930995,2025-05-31T08:45:33Z,1404/03/10 12:15,پیروز 1976,parichi,twit,#وملی // یعنی اینها به خودشون هم رحم نمیکنن . کلا دست سهامدار خرد یکی دو درصد از سهامه و مابقی در اختیار خودشونه ولی باز هم چشمشون دنبال این چند تا سهمه . واقعا فاجعه ست مدیریت این سهم"
"457930991,2025-05-31T08:45:30Z,1404/03/10 12:15,شاد مهر 64,shadmerr,twit,#بجهرم \n\nمشکوک به کد به کد \n\nورود پول هوشمند به سهم عالیست ...!\n\n 11:32  ورود 0.5 میلیارد تومان به سهم بجهرم با سرانه خرید 495 ملیون تومان \n\n11:20\tورود 0.9 میلیارد تومان به سهم بجهرم با سرانه خرید 149 میلیون تومان\n\n10:44\t ورود  0.9 میلیارد تومان به سهم بجهرم با سرانه خرید 171 میلیون تومان\n\n...\nسرانه خرید حقیقی به 170 ملیون رسیده است در صورتیکه سرانه فروش نزدیک به 8 ملیون تومان است . قدرت خریدار تقریبا 22 برابر فروشنده است .\n👌🌷"
"457930981,2025-05-31T08:45:08Z,1404/03/10 12:15,shh,shhkh,quote,خب ؟\nچی میخای بفروشی حالا"
