"457080324,2025-04-23T08:52:58Z,1404/02/04 12:22,Parsa,parsa1968,twit,#خودرو \nشما که داری زور میزنی بقیه خودرو بفروشن!\nحالا که از منفی ۳ شد مثبت ۳ شما حق اونا که گول خوردن رو ضایع نکردی؟ این نونا خوردن نداره. جمع کن بساط نامردی رو!\nاگه سهم رو داشتی خودت خوشحال میشدی گولت بزنن؟"
"457080320,2025-04-23T08:52:55Z,1404/02/04 12:22,rezzzaaa,rezzz123,twit,#عیار آفرین آفرین همینجوری بفروشید بیارینش رو 12000ت اونجا خریدارم.🤠"
"457080317,2025-04-23T08:52:52Z,1404/02/04 12:22,فرامرز,f826027,twit,#وتجارت \nفرصت خرید  امروز داره تموم میشه"
"457080303,2025-04-23T08:52:37Z,1404/02/04 12:22,سعید رضایی,saeid10275,twit,#فولاد دلم به حال حقوقی میسوزه خودش و جرواجر کرد"
"457080295,2025-04-23T08:52:22Z,1404/02/04 12:22,مهسون,majidzadss0910,twit,#ثاخت حجم بسیار مناسبه همین رو بگم بسته🙏🌹"
"457080284,2025-04-23T08:52:10Z,1404/02/04 12:22,hamin_gh,hamin_gh,twit,#فاراک\n\nمیزان تجدید ارزیابی\nفاراک چقدر هست\nکسی میدونه؟"
"457080276,2025-04-23T08:52:02Z,1404/02/04 12:22,ویجا,aboo1988,twit,#خدیزل حجم مبنای هشت روز کاری در یک روز کاری خورده شد\nخیره انشالله"
"457080261,2025-04-23T08:51:37Z,1404/02/04 12:21,ما با شما,mabashoma,quote,مبارکه، ان شالله خریدار سود خوبی ببره و شما هم معامله بهتری باز کنین."
"457080254,2025-04-23T08:51:27Z,1404/02/04 12:21,حریص بازنده,mr13511351,twit,#زماهان این روزها که به یمن اخبار مثبت .بورس اوضاعش خوب شده  وشاخص رکورد3 میلیون رو زده و.... عوض اینکه زماهان جبران مافات کنه وقدری جبران ضرر کنه. شاهدیم که کثافتای بی همه چیز .ی روز سهم رو مثبت میکنن و روز بعد می  ر  ی  نن  توش.وعملا دارن این فرصت طلایی رو  ازدست ما حقیقی های خرد میگیرن. گ  و  ه  ی   هم  حدی دا ره!!"
"457080251,2025-04-23T08:51:23Z,1404/02/04 12:21,Safa,a.2368,twit,#خگستر سلام  دوستان علت  منفی شدن خگستر چی هست با وجود صف خودرو"
