"456210343,2025-02-27T08:56:06Z,1403/12/09 12:26,علی,xexses2023,twit,#شبندر \nافزایش نرخ خوراک پتروپالایشگاه‌ها تکذیب شد\nچهارشنبه ، ۸ اسفند ۱۴۰۳-۱۰:۲۶\n\nیک مقام مسئول در وزارت نفت، شایعه افزایش نرخ خوراک گاز پتروپالایشگاه‌ها به 27 سنت را تکذیب کرد.\n\nپیش‌تر یکی از کانال‌های خبری فعال در شبکه‌های اجتماعی مدعی شده بود که «نرخ خوراک گاز پتروشیمی‌ها به 15 هزار تومان معادل 27 سنت افزایش یافته که گرانترین نرخ گاز در هاب کشورهای تولیدکننده گاز جهان است.»\n\nیاسر میرزایی، مدیرکل بودجه، ارزیابی و منابع وزارت نفت در گفت‌وگو با سنا، اعلام کرد: تعیین نرخ 27 سنت برای خوراک پتروپالایشگاه‌ها صحت ندارد.\n\nاو توضیح داد: آخرین قیمت تعیین شده برای نرخ خوراک پتروپالایشگاه‌ها مربوط به دی ماه است.\n\nبه گفته میرزایی؛ در دی ماه، نرخ خوراک پتروپالایشگاه‌ها معادل: 12 هزار و 700 تومان/ متر مکعب تعیین شده بود.\n\nبه گفته مدیرکل بودجه، ارزیابی و منابع وزارت نفت؛ قیمت مزبور با احتساب نرخ 65 هزار تومان برای ارز، معادل 19 سنت ارزیابی می‌شود."
"456210326,2025-02-27T08:55:18Z,1403/12/09 12:25,پیمایش,peymaysh,quote,بدهی چی ؟بدهی هاش مهم نیست؟"
"456210312,2025-02-27T08:54:35Z,1403/12/09 12:24,آسمان آبی,titan11,quote,#سپید مجمع امسال جواب این سوالات با توجه به سودسازی شرکت های مشابه با همین قیمت گذاری ها مشخص خواهد شد اگر قانع کننده نبود از طریق تخلفات سازمان پیگیری کرد"
"456210307,2025-02-27T08:54:29Z,1403/12/09 12:24,مسعود 2017,masoud2500,twit,#ذوب امسال دم عید حدود ۵۰ تومان بود الان یکسال رو این قیمت هست ، معلوم نیست تو این اقتصاد دولتی چه غلطی میکنن.\nتازه از زمان دلار ۲۰ تومان همین قیمته ، جای این کارخانه پشگل خریده بودن ، الان کلی سود کرده بودیم"
"456210304,2025-02-27T08:54:22Z,1403/12/09 12:24,گنجشک,go99,twit,#دانا \nبرای خلف وعده مذکور ذخیره مالی منظور شده"
"456210290,2025-02-27T08:53:47Z,1403/12/09 12:23,تریدر 04,mofidmofid,quote,نمونه بارز چر ندیات این کریم \nسهم شاااارررپ رو ول کرده ،چسبیده به سهمی که میخواد ۱۷ تومن بشه 😆😆😆\n\nجمع کن بابا ....هر کی صفحه ثاخت رو میاره بالا با اراجیف تو حالش بد میشه 😑😑"
"456210270,2025-02-27T08:50:35Z,1403/12/09 12:20, سبحانی,jalil.so,twit,#شاخص_بورس سلام \nالان رفتم روغن مایع خریدم 83000تومن شده 110000\nبرنج 113000تومنی شده 147000\nدیروز رفتم لنت عقب عوض کردم فقط اجرت 750000تومن \nحالا تازه گرانیهای اونور سال مونده \nبعد افزایش حقوق بازنشستگان 20 در صد\nآیا از ملت مظلوم ایران مضلوم تر هم داریم .؟\nبله داریم ، ملت مظلوم سایر کشورها"
"456210266,2025-02-27T08:50:34Z,1403/12/09 12:20,حرف حق,yakamuz65,quote,#خودرو نظرسنجی"
"456210259,2025-02-27T08:50:33Z,1403/12/09 12:20,سهامدار 1395,sahamdar1395,pull,#نظرسنجی #عیار  بعد از نفت و بیت کوین که ریزش کردند. نوبت ریزش انس طلا شد.بروید نمودار و اندیکاتورها نگاه کنید ریزش شروع شد انس آمد زیر  2900 حواستون کجاست؟فعلا تا شنبه بخاطر ثبت نام سکه بانک مرکزی دستوری دلار بالا نگه داشتن تا سکه ها فروش رود بعدش دلار هم کاهش می یابد.اونوقت ریزش سکه و صندوق های طلا ابعاد جهانی پیدا خواهد کرد.\nحجم معاملات صندوق های طلا کاهشی شده.مگه پایین نمودارها را نگاه نمی کنید؟ عیار طلا مثقال ؟\nاوکراین روسیه آمریکا توافق صلح تایید شد.مذاکرات کشور ما هم به نتیجه خواهد رسید.\nسفر امیر قطر و وزیر خارجه روسیه برای مذاکرات بود.تا آخر اسفند خبرها بیرون میاد.\nتصمیم با خودتان"
"456210255,2025-02-27T08:50:24Z,1403/12/09 12:20,تریدر 04,mofidmofid,twit,#ثاخت \nاستاد اعظم کرررریم ،فقط به دیگران سفارش فروش  می کند و ظاهرا بس سفارش به دیگران کردند ،گلویشان مو در اورده ،وگرنه خودشان که سهامدار هستند وروزانه  در حالت خرید سهام  با ارزش مردم با بی ارزش ترین قیمت ممکن 😆😆😆"
