"457975570,2025-06-02T08:35:36Z,1404/03/12 12:05,**ARMAN**,armandost,twit,#وبملت \n\nبه نظر میرسه امروز کلا باید پرتفوی ها خالی بشه \n\nصفر"
"457972513,2025-06-02T07:08:11Z,1404/03/12 10:38,آرش,arashl,retwit-pull,#نظرسنجی #شاخص_بورس #خودرو #شتران \nبا توجه به برطرف نشدن ریسک‌های سیستماتیک و عدم برگشت دامنه نوسان و عدم تعیین تکلیف توافق و برجام و تحریم‌ها و همچنین تصمیمات و اظهارنظرهای ضد و نقیض مسئولین ، حاضر به خرید سهام هستید ؟"
"457975555,2025-06-02T08:35:05Z,1404/03/12 12:05,الیانز آرنا,keison2,twit,#فنوال هلو فنوالیای عزیز بعد مدت ها فنوال رو دیدم چی به سرش آوردین؟😁منتظر طوفان الاقصی باشین به زودی♥️"
"457975553,2025-06-02T08:35:04Z,1404/03/12 12:05,ebrahimbahmani,ebrahimbahmani,twit,کاخ سفید به نهادهای دولتی ایالات متحده دستور داده تا فعالیت‌های جدید علیه تهران را متوقف کنند."
"457975548,2025-06-02T08:34:48Z,1404/03/12 12:04,رامتین پژوهش ,moodrood,twit,#کترام نمیتونه حجم برداره داره به زمین و زمان چنگ میندازه \nهیچ اشکالی نداره بغدادی ما صبرمون زیاده م‌َردَک \n\nتا سود ۱۰۰ درصدی نگیریم یدونه سهم نمیفروشیم"
"457975545,2025-06-02T08:34:47Z,1404/03/12 12:04,مجید,didban99,twit,#رمپنا شما فکر کن علی آبودی وزیر دو دولت اخیر مدیر مپنا بوده سالها یعنی خود این آدم عامل کمبود برق است الآن ولی وزیر همین برقه!!!!!!!! همینقدر خرتوخر این بابا باید الان زندان باشه!!!!! تازه طلبکار هم هست!!!! مطمئن باش مدیران کنونی مپنا به مراتب گ و س ا ل ه ت ر از او هستند."
"457975540,2025-06-02T08:34:21Z,1404/03/12 12:04,Reza,reza_bvsad,quote,با توجه با این اخبار علی رقم افزایش اونس جهانی طلا ولی صندوق های طلا ریزش دارند.\nدر واقع این ریزش ها همان حباب صندوق هست که طی امروز و روزهای آینده تخلیه خواهد شد.\nدر صورت ریزش اونس جهانی ریزش این صندوق ها بیشتر خواهد شد."
"457975537,2025-06-02T08:33:54Z,1404/03/12 12:03,Yousef,yousefhk,twit,#شلرد ببینید فقط تولید و فروش می‌تونه اقساط رو بده طبق گزارش سالانه مجبوره ۲ تا ۳ همت از اقساطش رو بده . امسال با این قیمت اوره اگر خدا کمک کنه موج گرما و سرما باعث قطع برق و گاز نشه می‌تونه حسابی تولید و فروش و سود خوبی هم بده. بدهی ۴۴ تا فقط ۲۵۰ میلیون دلاری مال هلدینگ هست که اگر تکلیفش روشن بشه قابل بررسی هست"
"457975526,2025-06-02T08:33:41Z,1404/03/12 12:03,احسان نادری,ehman20,twit,#نیان این منفی های نیان خرید نداره به نظرم داره آماده میشه یه الگو بسازه سقف کانال کوتاه مدت و بزنه برای 1600 تومان !!!"
"457975521,2025-06-02T08:33:26Z,1404/03/12 12:03,BORSCHI,sal17075,twit,#مارون \nصف حریدش رو میبینم"
