"458866300,2025-08-13T09:01:15Z,1404/05/22 12:31,حامد,hamed6564,twit,#کاما تایم هفتگی\n\nحمایت بعدی محدوده ۱۶۰ تومان"
"458866289,2025-08-13T09:00:56Z,1404/05/22 12:30,امیر خان,shahnaz7263,twit,#خودرو اقتصاد کلا از هم پاشیده و همه چیز بحال خود رها شده ."
"458866254,2025-08-13T09:00:14Z,1404/05/22 12:30,یزدان ابراهیمی,yazdanebrahimi,twit,#شاخص_بورس \n\n43،000-"
"458866234,2025-08-13T08:59:37Z,1404/05/22 12:29,راه موفقیت,namenik,twit,#شاخص_بورس  با این وضعیتی که من میبینم صندوقهای درآمد ثابت در آینده سودشون میره بالای 35 درصد .\nدارن سهام را میبلعند  ."
"458866209,2025-08-13T08:59:27Z,1404/05/22 12:29,نویزگیر,mayner,twit,#شاخص_بورس تبدیل به موجودانی به اسم بگابگامان شدیم!!!!"
"458866205,2025-08-13T08:59:26Z,1404/05/22 12:29,محمد کهنمویی,hopehope,twit,#خودرو چقدر ما بی عرضه ایم .....\nهر روز پولمون داره اب میشه نمیتونیم اعتراض کنیم"
"458865870,2025-08-13T08:51:55Z,1404/05/22 12:21,آینده نگر بازار,aza59229,retwit,#شاخص_بورس ..."
"458866194,2025-08-13T08:59:16Z,1404/05/22 12:29,Behzad,azad33098,twit,#فگستر، امروزرفتم روغن ماشین عوض کنم،خداشاهده نسبت به پارسال سه برابرشده،مرغ نسبت به چندماه پیش یک ونیم برابرشده،برنج دونیم برابر،،نان فعلاسه برابرو..."
"458865891,2025-08-13T08:52:08Z,1404/05/22 12:22,آینده نگر بازار,aza59229,retwit,#شاخص_بورس ..."
"458866186,2025-08-13T08:59:07Z,1404/05/22 12:29,Deyan khan,deyan2025,twit,نیروی موساد در سطح عالی کشور از نیروی های خود نظام بیشتره.."
